split,source_dataset,output,unit,samples,baseline_mae,model_mae,baseline_rmse,model_rmse,baseline_r2,model_r2,model_median_absolute_error,model_p90_absolute_error,model_p95_absolute_error,baseline_within_5pct_reference_percent,model_within_5pct_reference_percent,baseline_within_10pct_reference_percent,model_within_10pct_reference_percent,relative_mae_improvement_percent
val,all,mean_height,fraction_of_context_median_height,2084,0.07414191732259846,0.0636373205201878,0.11020877033887887,0.09166841312063076,0.03645101951128504,0.3333760550533347,0.05110082337253519,0.14340282826503614,0.18149842099395846,50.611069486069496,54.448953823953836,76.52156177156179,80.19516594516595,14.168229230846793
test,all,mean_height,fraction_of_context_median_height,2168,0.07490705396880053,0.06331055583916563,0.11003794152338951,0.09146269337958687,-0.10954399730750852,0.2334374718555513,0.04927061627702645,0.14508901123670706,0.1920484169533013,50.220198459998066,55.46373482062762,75.02717344086248,80.42828933232119,15.481183033129224
