image,source_dataset,image_id,annotation_id,detector_index,detector_score,center_distance_px,center_distance_fraction,bbox_diagonal_px,baseline_corner_error_px,two_stage_corner_error_px,baseline_nme,two_stage_nme
images/mendeley_pa/MENDE-PA-00023.jpg,mendeley_pa,422,2328,14,0.5348125100135803,7.362527847290039,0.05508242920041084,133.663818359375,7.71708869934082,4.2009358406066895,0.05773505941033363,0.03142911568284035
images/mendeley_pa/MENDE-PA-00023.jpg,mendeley_pa,422,2343,16,0.1508624106645584,16.80845069885254,0.062440644949674606,269.19085693359375,35.088016510009766,29.686777114868164,0.13034623861312866,0.11028151959180832
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2355,7,0.8172680735588074,2.5542984008789062,0.008175079710781574,312.4493408203125,16.992618560791016,15.428045272827148,0.054385196417570114,0.04937775060534477
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2360,16,0.688743531703949,5.770784854888916,0.013909955509006977,414.86724853515625,20.023544311523438,20.677446365356445,0.048264943063259125,0.04984111711382866
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2345,14,0.7216556072235107,3.9541077613830566,0.016737548634409904,236.2417449951172,17.08438491821289,14.483599662780762,0.07231738418340683,0.06130838394165039
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2352,10,0.7812427878379822,4.353389263153076,0.017844971269369125,243.95606994628906,27.017900466918945,17.890594482421875,0.11074903607368469,0.07333531230688095
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2346,13,0.7498111128807068,4.965649604797363,0.022513357922434807,220.56459045410156,16.774707794189453,15.919743537902832,0.07605349272489548,0.07217723876237869
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2358,1,0.8807454705238342,10.214308738708496,0.027227239683270454,375.1503601074219,16.11960220336914,17.386676788330078,0.042968377470970154,0.04634588956832886
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2348,11,0.7667729258537292,6.677536964416504,0.027345186099410057,244.19424438476562,15.874553680419922,17.039203643798828,0.06500789523124695,0.06977725028991699
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2351,0,0.8950226902961731,7.9565324783325195,0.03356190025806427,237.0703887939453,20.337135314941406,17.397397994995117,0.08578521758317947,0.07338494807481766
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2359,6,0.8410533666610718,16.15575408935547,0.03626012057065964,445.55157470703125,21.8870849609375,23.784473419189453,0.049123574048280716,0.053382087498903275
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2353,9,0.8062155842781067,9.513360977172852,0.037756215780973434,251.96807861328125,15.644025802612305,12.686515808105469,0.06208733096718788,0.05034969374537468
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2344,15,0.6923779845237732,9.603110313415527,0.04259836673736572,225.43377685546875,16.40258026123047,19.653011322021484,0.07276008278131485,0.08717864751815796
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2349,5,0.8446643948554993,12.034066200256348,0.04982079938054085,241.54702758789062,19.979827880859375,10.69461727142334,0.08271609991788864,0.04427550733089447
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2357,3,0.8694189786911011,19.445138931274414,0.05802682042121887,335.1060485839844,30.703487396240234,24.616798400878906,0.09162319451570511,0.07345972210168839
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2354,12,0.7528916001319885,16.872098922729492,0.062613844871521,269.4627380371094,27.347084045410156,14.032423973083496,0.10148744285106659,0.05207556486129761
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2347,4,0.8448016047477722,15.866714477539062,0.07888525724411011,201.13662719726562,19.986536026000977,15.237613677978516,0.09936796128749847,0.07575752586126328
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2350,2,0.8733776211738586,17.814403533935547,0.08060481399297714,221.00917053222656,25.739299774169922,24.129919052124023,0.1164625883102417,0.10918062180280685
images/mendeley_pa/MENDE-PA-00024.jpg,mendeley_pa,423,2356,8,0.8140291571617126,29.200944900512695,0.0829431414604187,352.0597839355469,32.00853729248047,21.734561920166016,0.09091790020465851,0.061735428869724274
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2480,1,0.8092747926712036,1.785604476928711,0.004807108081877232,371.45086669921875,19.319046020507812,14.057964324951172,0.052009694278240204,0.03784609213471413
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2477,2,0.8016948699951172,5.595548629760742,0.017538009211421013,319.05267333984375,16.53220558166504,14.599767684936523,0.05181654170155525,0.045759741216897964
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2482,9,0.7190530896186829,8.771028518676758,0.020552145317196846,426.76947021484375,18.759035110473633,20.20132827758789,0.04395589604973793,0.04733545705676079
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2478,0,0.8427779674530029,8.486536026000977,0.024748286232352257,342.9140930175781,14.789288520812988,10.600591659545898,0.04312825947999954,0.030913257971405983
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2479,6,0.7530145049095154,9.95154094696045,0.026522740721702576,375.2078552246094,18.385896682739258,12.264192581176758,0.04900189861655235,0.032686397433280945
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2476,10,0.7118654251098633,8.860193252563477,0.027362393215298653,323.80914306640625,20.667755126953125,5.35841178894043,0.06382696330547333,0.01654805615544319
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2470,3,0.7988733053207397,9.151625633239746,0.031895916908979416,286.9215393066406,20.750083923339844,9.59460163116455,0.07231971621513367,0.03343981131911278
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2481,5,0.7547688484191895,17.650409698486328,0.03841821849346161,459.4281311035156,24.912328720092773,17.109155654907227,0.0542246475815773,0.03724011406302452
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2483,13,0.6918065547943115,18.26262664794922,0.03957132250070572,461.51165771484375,28.970947265625,16.355741500854492,0.06277403235435486,0.03543949872255325
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2468,16,0.4980505704879761,11.34980297088623,0.04168948531150818,272.2461853027344,11.982542991638184,13.573553085327148,0.04401363059878349,0.049857642501592636
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2474,11,0.7042896151542664,11.484420776367188,0.04247506335377693,270.38031005859375,14.188620567321777,15.812212944030762,0.05247652903199196,0.058481376618146896
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2469,14,0.6742680668830872,12.873692512512207,0.04469295218586922,288.0474853515625,21.074203491210938,14.561931610107422,0.0731622576713562,0.050553929060697556
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2471,7,0.7447325587272644,13.431282997131348,0.047050442546606064,285.4656066894531,22.23263168334961,17.02056121826172,0.07788199931383133,0.05962385982275009
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2484,8,0.7274607419967651,28.483476638793945,0.05559496954083443,512.339111328125,37.55289077758789,21.07843017578125,0.0732969418168068,0.041141558438539505
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2473,15,0.655445396900177,17.20414161682129,0.0638439804315567,269.47161865234375,18.991178512573242,19.28394317626953,0.07047561556100845,0.07156205922365189
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2475,4,0.7705568671226501,21.71223258972168,0.06932282447814941,313.2046813964844,27.495441436767578,22.242481231689453,0.0877874568104744,0.07101579755544662
images/mendeley_pa/MENDE-PA-00034.jpg,mendeley_pa,431,2472,12,0.6996101140975952,51.515621185302734,0.21650035679340363,237.94705200195312,51.112945556640625,45.837223052978516,0.21480806171894073,0.19263623654842377
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2601,10,0.7264787554740906,2.93971586227417,0.013590874150395393,216.30072021484375,10.660017967224121,12.802448272705078,0.04928332194685936,0.05918819084763527
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2589,13,0.6532341241836548,2.3978190422058105,0.016238218173384666,147.6651611328125,4.611180305480957,6.5546488761901855,0.031227273866534233,0.04438859224319458
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2600,1,0.9295387864112854,3.873220205307007,0.017068607732653618,226.92068481445312,8.466897010803223,8.393418312072754,0.03731214255094528,0.036988336592912674
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2593,8,0.8107202053070068,3.5699141025543213,0.021596217527985573,165.30274963378906,14.72232723236084,10.826971054077148,0.08906280994415283,0.06549783051013947
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2591,9,0.7359387874603271,4.2077956199646,0.024113938212394714,174.4964141845703,6.564735412597656,10.965904235839844,0.03762103244662285,0.06284315139055252
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2588,11,0.6901856660842896,3.529008388519287,0.02413169853389263,146.23953247070312,7.595096588134766,9.003152847290039,0.05193600058555603,0.061564426869153976
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2587,15,0.5434738397598267,4.120561122894287,0.02695711888372898,152.85614013671875,8.009017944335938,11.78805923461914,0.052395787090063095,0.0771186500787735
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2602,14,0.642510712146759,7.250546455383301,0.03206762671470642,226.10174560546875,17.49376106262207,12.837381362915039,0.07737118750810623,0.05677701160311699
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2599,3,0.8910362124443054,7.42213773727417,0.03309466317296028,224.26992797851562,14.9942626953125,15.524208068847656,0.06685810536146164,0.06922108680009842
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2594,6,0.8521174192428589,4.750648021697998,0.03406379744410515,139.4632568359375,15.934288024902344,15.83144760131836,0.11425437778234482,0.11351697891950607
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2596,2,0.8952470421791077,6.180644989013672,0.03611387684941292,171.14321899414062,15.825172424316406,18.950254440307617,0.09246741980314255,0.1107274666428566
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2598,5,0.854604959487915,10.60177993774414,0.049788981676101685,212.93426513671875,16.379459381103516,14.78460693359375,0.07692261040210724,0.06943272799253464
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2603,16,0.41440287232398987,11.870061874389648,0.054929863661527634,216.09487915039062,15.277132987976074,17.49212646484375,0.07069641351699829,0.08094651252031326
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2590,12,0.6550647020339966,9.427207946777344,0.061688248068094254,152.82015991210938,9.673612594604492,7.6604719161987305,0.06330063194036484,0.050127364695072174
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2597,0,0.9476884007453918,12.855788230895996,0.06698540598154068,191.91925048828125,16.39895248413086,16.60101890563965,0.08544714748859406,0.08650001883506775
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2595,4,0.890011191368103,10.601644515991211,0.07382753491401672,143.6001434326172,17.47210693359375,16.761919021606445,0.12167192995548248,0.1167263388633728
images/mendeley_pa/MENDE-PA-00044.jpg,mendeley_pa,439,2592,7,0.8317159414291382,17.804290771484375,0.11014462262392044,161.64466857910156,20.8126220703125,13.566577911376953,0.1287553906440735,0.08392839878797531
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2635,12,0.6686789393424988,3.316495895385742,0.007868429645895958,421.4940185546875,12.520259857177734,11.56722354888916,0.02970447763800621,0.027443386614322662
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2632,4,0.7921585440635681,4.571123123168945,0.010897261090576649,419.4744873046875,13.349830627441406,9.082746505737305,0.03182513266801834,0.02165267989039421
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2621,7,0.7104089856147766,4.340108871459961,0.016405273228883743,264.55572509765625,8.525066375732422,23.268402099609375,0.03222408518195152,0.08795274794101715
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2633,0,0.824140191078186,7.172111511230469,0.016534248366951942,433.7730407714844,16.875324249267578,13.688265800476074,0.038903579115867615,0.03155628591775894
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2634,1,0.8085640072822571,7.635572910308838,0.01786000095307827,427.5236511230469,18.22014617919922,18.83118438720703,0.04261786863207817,0.04404711723327637
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2630,5,0.7820637226104736,8.41015338897705,0.024905847385525703,337.6778564453125,14.576597213745117,15.521402359008789,0.04316717013716698,0.04596511647105217
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2622,13,0.6324759125709534,6.926342010498047,0.027919095009565353,248.08619689941406,10.469754219055176,16.866539001464844,0.04220208153128624,0.06798660755157471
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2631,3,0.7984898090362549,14.26033878326416,0.03700608015060425,385.3512268066406,17.00285530090332,18.377864837646484,0.04412300884723663,0.04769120737910271
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2636,17,0.4111312925815582,19.5123233795166,0.04383557289838791,445.12530517578125,24.6571044921875,19.472450256347656,0.05539362505078316,0.04374599829316139
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2629,9,0.6956618428230286,16.027366638183594,0.04811185970902443,333.12713623046875,25.334095001220703,14.98509407043457,0.0760493278503418,0.04498310759663582
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2628,2,0.8012561798095703,14.429696083068848,0.04882502928376198,295.5389099121094,26.580442428588867,17.1154727935791,0.08993889391422272,0.05791275575757027
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2620,11,0.6750358939170837,12.999765396118164,0.054115790873765945,240.22129821777344,14.751363754272461,20.34181785583496,0.06140739470720291,0.0846794918179512
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2625,6,0.7189048528671265,16.83686637878418,0.05968976765871048,282.0729064941406,23.39613151550293,23.895936965942383,0.08294355869293213,0.08471546322107315
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2623,10,0.6864544153213501,16.837757110595703,0.06540612131357193,257.4339599609375,19.839008331298828,21.22586441040039,0.07706445455551147,0.08245168626308441
images/mendeley_pa/MENDE-PA-00047.jpg,mendeley_pa,441,2624,8,0.6967946290969849,20.092731475830078,0.07001572102308273,286.9745788574219,24.607566833496094,33.50889587402344,0.08574824780225754,0.1167660802602768
